Language,ID,Psychoticism,Extraversion,Neuroticism,Lie
UK-English,2967,0,10,3,8
UK-English,2968,1,9,7,6
UK-English,2969,0,5,1,3
UK-English,2970,0,6,1,6
UK-English,2971,2,12,1,5
UK-English,2972,1,3,3,1
UK-English,2973,3,12,1,7
UK-English,2975,2,6,5,3
UK-English,2976,1,2,10,5
UK-English,2977,1,7,1,5
UK-English,2978,1,7,10,6
UK-English,2979,0,5,9,0
UK-English,2980,1,9,4,6
UK-English,2981,3,12,1,1
UK-English,2982,0,7,6,4
UK-English,2983,2,9,4,6
UK-English,2984,1,10,0,7
UK-English,2985,1,1,3,4
UK-English,2986,0,1,5,3
UK-English,2987,0,5,2,5
UK-English,2988,1,10,7,9
UK-English,2989,0,0,8,3
UK-English,2990,0,1,9,4
UK-English,2991,1,8,0,8
UK-English,2992,2,11,4,5
UK-English,2993,1,4,6,9
UK-English,2995,1,12,6,7
UK-English,2996,5,12,0,2
UK-English,2997,1,9,6,8
UK-English,2999,2,7,7,1
UK-English,3000,6,11,0,0
UK-English,3001,4,3,1,4
UK-English,3002,1,10,5,8
UK-English,3003,2,6,2,5
UK-English,3004,1,5,12,3
UK-English,3005,4,11,3,3
UK-English,3006,0,5,8,4
UK-English,3007,2,7,1,4
UK-English,3009,1,7,0,7
UK-English,3010,0,10,3,9
UK-English,3011,2,7,2,4
UK-English,3012,0,10,6,4
UK-English,3013,2,10,3,1
UK-English,3014,0,2,3,1
UK-English,3015,1,8,5,6
UK-English,3016,3,10,6,0
UK-English,3018,1,11,3,1
UK-English,3019,0,10,1,2
UK-English,3020,3,10,5,1
UK-English,3022,4,10,5,1
UK-English,3023,1,10,5,2
UK-English,3024,0,6,3,1
UK-English,3025,2,11,2,4
UK-English,3026,0,6,1,2
UK-English,3027,0,0,2,9
UK-English,3028,1,10,1,10
UK-English,3029,3,12,7,1
UK-English,3030,0,2,1,3
UK-English,3031,2,9,12,0
UK-English,3032,1,1,2,5
UK-English,3033,1,12,1,1
UK-English,3034,2,10,3,0
UK-English,3035,2,11,1,2
UK-English,3036,4,5,1,3
UK-English,3037,0,11,3,1
UK-English,3038,1,7,4,3
UK-English,3039,1,11,8,1
UK-English,3040,1,11,2,1
UK-English,3041,5,7,8,3
UK-English,3042,6,5,4,4
UK-English,3043,1,7,3,5
UK-English,3044,1,7,7,3
UK-English,3046,1,6,11,4
UK-English,3048,7,12,3,3
UK-English,3051,1,12,1,8
UK-English,3052,0,10,7,2
UK-English,3053,1,12,6,4
UK-English,3054,2,12,4,3
UK-English,3057,2,8,5,3
UK-English,3058,0,9,9,2
UK-English,3059,2,3,12,9
UK-English,3060,2,5,10,8
UK-English,3061,3,0,5,2
UK-English,3062,2,2,8,1
UK-English,3064,8,11,4,1
UK-English,3065,3,9,7,1
UK-English,3066,0,8,2,5
UK-English,3069,4,4,4,5
UK-English,3070,0,9,0,3
UK-English,3071,2,4,3,6
UK-English,3072,1,6,4,9
UK-English,3073,1,12,8,2
UK-English,3074,3,5,10,1
UK-English,3075,1,11,0,4
UK-English,3076,0,10,2,7
UK-English,3077,5,7,2,1
UK-English,3078,1,11,0,1
UK-English,3080,3,12,3,4
UK-English,3081,0,6,0,8
UK-English,3082,0,2,6,8
UK-English,3083,1,8,2,3
UK-English,3085,0,6,3,3
UK-English,3086,1,1,7,3
UK-English,3087,1,2,7,2
UK-English,3088,0,10,5,11
UK-English,3089,0,12,5,1
UK-English,3090,1,6,6,4
UK-English,3091,0,9,2,1
UK-English,3092,1,3,10,4
UK-English,3093,1,2,6,3
UK-English,3094,2,11,6,4
UK-English,3095,0,3,0,4
UK-English,3096,1,12,4,1
UK-English,3098,0,11,1,2
UK-English,3100,0,3,5,3
UK-English,3101,1,10,4,10
UK-English,3102,3,2,9,5
UK-English,3103,1,10,10,2
UK-English,3104,2,9,4,7
UK-English,3105,1,8,6,1
UK-English,3106,0,12,4,0
UK-English,3107,6,12,1,2
UK-English,3108,0,5,5,3
UK-English,3109,2,9,2,4
UK-English,3110,2,3,6,4
UK-English,3112,0,0,7,7
UK-English,3114,0,0,9,1
UK-English,3115,1,5,5,2
UK-English,3116,1,10,0,6
UK-English,3117,2,12,0,3
UK-English,3118,1,7,3,5
UK-English,3119,4,10,4,0
UK-English,3120,0,11,6,7
UK-English,3121,1,6,7,1
UK-English,3122,2,6,0,3
UK-English,3123,1,12,5,2
UK-English,3125,2,5,3,1
UK-English,3126,1,10,3,4
UK-English,3127,0,12,7,4
UK-English,3128,4,11,5,1
UK-English,3129,0,12,8,3
UK-English,3130,1,12,5,0
UK-English,3131,5,11,7,0
UK-English,3132,1,5,7,4
UK-English,3133,2,10,3,1
UK-English,3134,3,12,1,1
UK-English,3135,1,9,6,4
UK-English,3137,2,5,2,2
UK-English,3138,5,7,2,1
UK-English,3139,4,5,2,9
UK-English,3140,2,12,0,1
UK-English,3141,1,6,7,2
UK-English,3142,2,5,5,3
UK-English,3143,0,6,5,2
UK-English,3144,3,6,1,1
UK-English,3145,4,6,8,2
UK-English,3146,3,2,6,0
UK-English,3147,0,3,4,3
UK-English,3148,0,6,4,6
UK-English,3149,2,6,6,4
UK-English,3150,0,11,5,8
UK-English,3151,1,9,4,3
UK-English,3152,0,5,4,4
UK-English,3153,0,7,2,5
UK-English,3154,1,5,4,7
UK-English,3155,0,10,5,6
UK-English,3157,2,12,2,2
UK-English,3158,2,12,3,6
UK-English,3159,4,12,1,3
UK-English,3160,2,9,2,2
UK-English,3161,1,4,7,7
UK-English,3162,2,1,7,4
UK-English,3163,1,7,1,5
UK-English,3164,1,5,5,4
UK-English,3165,2,6,1,3
UK-English,3166,0,5,8,5
UK-English,3167,0,9,1,8
UK-English,3168,3,10,6,1
UK-English,3170,2,6,0,1
UK-English,3171,2,7,7,7
UK-English,3172,0,4,2,0
UK-English,3173,0,4,1,1
UK-English,3174,0,12,1,6
UK-English,3176,0,8,5,3
UK-English,3177,4,6,1,5
UK-English,3178,5,10,6,4
UK-English,3179,3,0,9,1
UK-English,3180,2,12,11,3
UK-English,3182,1,8,4,5
UK-English,3183,2,12,2,1
UK-English,3184,1,2,6,3
UK-English,3186,2,4,6,1
UK-English,3187,7,12,0,6
UK-English,3188,1,8,7,3
UK-English,3189,1,10,7,4
UK-English,3190,3,12,1,5
UK-English,3191,1,1,4,6
UK-English,3194,3,4,5,1
UK-English,3195,2,3,4,7
UK-English,3196,0,11,5,2
UK-English,3197,0,6,9,6
UK-English,3198,2,10,3,1
UK-English,3199,1,11,3,8
UK-English,3201,1,10,2,4
UK-English,3202,4,5,7,2
UK-English,3203,2,9,5,3
UK-English,3205,0,2,2,8
UK-English,3206,2,1,8,7
UK-English,3208,1,10,5,6
UK-English,3209,3,7,5,1
UK-English,3210,0,10,5,12
UK-English,3211,2,10,12,2
UK-English,3212,1,6,5,7
UK-English,3213,3,7,10,0
UK-English,3214,4,5,3,2
UK-English,3215,5,8,2,2
UK-English,3216,0,11,6,0
UK-English,3217,2,2,6,4
UK-English,3218,2,8,6,2
UK-English,3219,0,6,4,1
UK-English,3220,1,12,5,7
UK-English,3221,1,11,5,2
UK-English,3222,1,11,4,11
UK-English,3224,3,4,8,8
UK-English,3225,0,12,1,4
UK-English,3226,0,5,2,5
UK-English,3227,0,6,3,7
UK-English,3228,0,3,6,5
UK-English,3229,1,12,2,4
UK-English,3230,0,8,7,3
UK-English,3231,1,7,4,3
UK-English,3232,1,1,10,1
UK-English,3233,0,10,6,3
UK-English,3234,1,11,3,8
UK-English,3235,4,12,5,1
UK-English,3236,3,6,8,5
UK-English,3237,1,12,4,0
UK-English,3238,3,10,1,1
UK-English,3239,0,8,1,8
UK-English,3240,2,9,6,1
UK-English,3241,0,4,7,4
UK-English,3242,0,8,6,2
UK-English,3243,0,10,4,2
UK-English,3244,0,11,4,4
UK-English,3245,1,5,9,2
UK-English,3246,1,9,3,6
UK-English,3247,2,7,6,4
UK-English,3248,7,0,0,4
UK-English,3249,1,12,3,1
UK-English,3250,2,9,9,7
UK-English,3251,0,2,0,3
UK-English,3252,1,7,4,5
UK-English,3254,1,10,1,7
UK-English,3255,1,4,7,2
UK-English,3256,2,10,2,5
UK-English,3257,0,7,6,2
UK-English,3258,3,12,2,1
UK-English,3259,1,7,8,6
UK-English,3260,1,6,8,5
UK-English,3261,1,11,1,3
UK-English,3262,4,1,10,1
UK-English,3263,0,7,5,5
UK-English,3264,5,7,0,0
UK-English,3265,0,4,5,6
UK-English,3267,2,11,2,3
UK-English,3269,1,10,11,5
UK-English,3270,1,11,1,1
UK-English,3271,1,10,11,2
UK-English,3272,3,10,4,1
UK-English,3273,0,9,5,6
UK-English,3274,3,3,5,2
UK-English,3275,2,3,6,3
UK-English,3276,0,10,8,0
UK-English,3277,1,11,8,3
UK-English,3279,2,0,11,7
UK-English,3280,2,9,4,5
UK-English,3281,0,11,8,3
UK-English,3282,0,3,11,0
UK-English,3283,5,5,2,1
UK-English,3284,2,9,11,7
UK-English,3285,1,8,7,2
UK-English,3286,0,5,0,2
UK-English,3287,0,6,6,6
UK-English,3288,0,8,9,1
UK-English,3289,0,12,2,3
UK-English,3290,1,7,4,4
UK-English,3291,3,2,7,0
UK-English,3292,0,7,4,4
UK-English,3293,1,3,10,6
UK-English,3294,0,8,6,3
UK-English,3295,0,10,8,5
UK-English,3296,4,10,4,2
UK-English,3297,2,12,0,0
UK-English,3298,0,8,9,3
UK-English,3299,1,6,5,4
UK-English,3300,0,12,4,7
UK-English,3301,3,7,4,2
UK-English,3302,2,9,0,4
UK-English,3303,0,12,0,5
UK-English,3304,3,2,1,3
UK-English,3305,3,7,1,2
UK-English,3306,1,5,4,2
UK-English,3307,1,9,8,6
UK-English,3308,0,9,8,0
UK-English,3309,0,12,0,5
UK-English,3310,1,9,0,7
UK-English,3311,0,10,5,1
UK-English,3312,1,7,10,5
UK-English,3313,3,0,9,3
UK-English,3314,2,5,9,1
UK-English,3315,0,6,1,7
UK-English,3316,2,4,10,3
UK-English,3317,2,7,5,2
UK-English,3318,3,9,9,0
UK-English,3319,1,11,0,5
UK-English,3320,2,5,6,2
UK-English,3321,1,11,3,7
UK-English,3323,0,0,8,6
UK-English,3324,0,6,6,4
UK-English,3325,1,9,4,2
UK-English,3326,1,10,3,5
UK-English,3327,0,12,3,4
UK-English,3328,0,10,3,0
UK-English,3329,0,5,5,1
UK-English,3330,0,4,3,5
UK-English,3331,1,10,2,4
UK-English,3332,0,12,7,0
UK-English,3333,0,11,5,1
UK-English,3334,1,12,0,2
UK-English,3335,1,1,7,4
UK-English,3336,3,9,7,4
UK-English,3337,2,4,10,4
UK-English,3338,0,11,9,8
UK-English,3339,4,1,11,0
UK-English,3340,1,6,4,4
UK-English,3341,0,4,2,9
UK-English,3342,0,8,3,4
UK-English,3343,0,3,9,3
UK-English,3344,7,9,9,1
UK-English,3345,0,8,1,2
UK-English,3346,0,5,7,4
UK-English,3348,1,10,2,6
UK-English,3349,1,10,5,0
UK-English,3350,1,7,0,3
UK-English,3351,0,10,3,1
UK-English,3352,4,12,0,2
UK-English,3353,3,2,3,7
UK-English,3356,0,10,5,7
UK-English,3357,1,4,8,1
UK-English,3358,0,1,1,10
UK-English,3359,0,8,1,0
UK-English,3360,0,12,3,5
UK-English,3361,2,8,4,5
UK-English,3362,2,10,0,0
UK-English,3363,2,4,5,2
UK-English,3364,1,12,1,3
UK-English,3366,1,1,0,2
UK-English,3367,2,9,6,1
UK-English,3368,2,10,0,6
UK-English,3369,1,2,4,1
UK-English,3370,1,5,4,5
UK-English,3371,1,3,8,4
UK-English,3372,1,10,5,7
UK-English,3373,0,6,6,8
UK-English,3374,1,11,0,1
UK-English,3375,1,8,1,2
UK-English,3376,0,9,1,6
UK-English,3377,0,11,2,1
UK-English,3378,1,12,8,2
UK-English,3379,3,11,4,4
UK-English,3381,0,5,3,5
UK-English,3382,2,12,7,6
UK-English,3384,1,8,0,10
UK-English,3385,1,9,1,4
UK-English,3386,5,9,5,2
UK-English,3387,2,12,9,4
UK-English,3388,0,12,3,3
UK-English,3389,3,9,4,9
UK-English,3390,3,10,2,5
UK-English,3391,0,0,6,3
UK-English,3392,1,10,6,1
UK-English,3393,1,5,5,9
UK-English,3394,0,7,1,4
UK-English,3395,0,1,6,11
UK-English,3398,1,8,0,9
UK-English,3399,0,4,5,3
UK-English,3400,0,12,1,3
UK-English,3401,1,11,6,9
UK-English,3402,0,10,2,10
UK-English,3403,1,9,1,0
UK-English,3404,4,6,9,5
UK-English,3405,2,3,3,8
UK-English,3406,4,2,2,1
UK-English,3407,3,10,2,1
UK-English,3408,0,9,10,3
UK-English,3410,0,10,0,2
UK-English,3411,2,4,3,3
UK-English,3412,1,5,4,5
UK-English,3413,0,7,0,0
UK-English,3414,0,7,4,4
UK-English,3415,0,4,5,4
UK-English,3416,0,9,0,1
UK-English,3417,3,5,1,3
UK-English,3418,0,0,9,7
UK-English,3419,1,4,4,7
UK-English,3420,0,5,4,7
UK-English,3421,0,10,9,5
UK-English,3423,0,3,0,6
UK-English,3424,1,3,0,10
UK-English,3425,0,2,6,11
UK-English,3426,1,7,10,4
UK-English,3427,1,10,9,11
UK-English,3428,0,2,6,2
UK-English,3429,0,11,0,9
UK-English,3430,0,9,4,5
UK-English,3431,1,8,8,3
UK-English,3432,2,6,4,7
UK-English,3433,1,9,1,2
UK-English,3434,2,11,5,2
UK-English,3435,0,5,6,5
UK-English,3436,1,8,1,11
UK-English,3437,0,3,2,6
UK-English,3438,1,7,7,4
UK-English,3439,0,3,11,12
UK-English,3440,0,6,2,2
UK-English,3441,1,1,7,11
UK-English,3442,2,12,0,6
UK-English,3443,0,6,4,2
UK-English,3445,0,9,2,12
UK-English,3446,0,5,4,9
UK-English,3447,0,4,5,11
UK-English,3448,2,9,3,8
UK-English,3449,0,3,2,7
UK-English,3450,1,2,1,5
UK-English,3451,1,8,6,7
UK-English,3452,2,1,4,1
UK-English,3453,0,3,0,4
UK-English,3454,0,8,2,9
UK-English,3455,1,3,6,5
UK-English,3456,0,8,1,3
UK-English,3457,1,1,7,6
UK-English,3458,0,2,4,8
UK-English,3459,2,7,2,7
UK-English,3460,0,0,11,5
UK-English,3461,1,1,8,11
UK-English,3462,0,10,2,8
UK-English,3464,1,7,4,7
UK-English,3465,0,6,5,3
UK-English,3466,0,2,1,11
UK-English,3467,2,0,8,10
UK-English,3468,0,5,2,3
UK-English,3469,0,1,5,6
UK-English,3471,2,2,10,9
UK-English,3472,1,3,5,10
UK-English,3473,0,5,7,3
UK-English,3474,0,0,8,6
UK-English,3475,1,11,5,4
UK-English,3477,1,1,1,9
UK-English,3478,1,6,5,6
UK-English,3479,0,1,5,7
UK-English,3480,1,0,10,6
UK-English,3481,0,8,2,10
UK-English,3482,2,7,0,6
UK-English,3483,0,10,2,8
UK-English,3484,1,12,1,9
UK-English,3485,2,9,6,5
UK-English,3486,0,6,3,5
UK-English,3488,1,9,5,2
UK-English,3489,0,1,10,4
UK-English,3490,0,6,9,7
UK-English,3491,2,4,6,7
UK-English,3492,1,3,12,8
UK-English,3493,1,7,7,4
UK-English,3494,0,6,1,7
UK-English,3495,0,6,3,6
UK-English,3496,1,11,1,8
UK-English,3497,2,6,5,12
UK-English,3498,1,12,8,5
UK-English,3499,1,10,6,8
UK-English,3500,1,5,1,11
UK-English,3501,0,11,5,11
UK-English,3502,0,9,10,5
UK-English,3503,0,6,1,1
UK-English,3504,1,10,3,12
UK-English,3505,0,6,2,12
UK-English,3506,1,9,9,5
UK-English,3507,0,1,8,11
UK-English,3508,0,11,4,12
UK-English,3509,2,3,4,4
UK-English,3510,2,10,5,4
UK-English,3511,1,11,4,9
UK-English,3514,0,11,2,6
UK-English,3515,1,6,2,6
UK-English,3516,1,12,7,4
UK-English,3517,2,11,3,10
UK-English,3518,1,7,11,5
UK-English,3519,1,8,6,11
UK-English,3520,2,5,5,9
UK-English,3521,3,10,6,9
UK-English,3522,0,3,9,5
UK-English,3523,0,0,6,4
UK-English,3525,0,12,3,3
UK-English,3526,4,10,5,7
UK-English,3527,1,1,5,3
UK-English,3528,0,5,3,4
UK-English,3530,0,10,3,3
UK-English,3531,1,5,2,3
UK-English,3532,0,7,4,0
UK-English,3533,1,8,3,4
UK-English,3534,1,1,9,5
UK-English,3535,0,6,0,3
UK-English,3537,0,8,5,5
UK-English,3539,0,7,3,7
UK-English,3540,4,0,8,9
UK-English,3541,3,5,4,3
UK-English,3542,1,5,4,7
UK-English,3543,0,6,1,8
UK-English,3544,0,11,3,3
UK-English,3545,1,0,10,5
UK-English,3546,0,10,0,5
UK-English,3547,2,1,4,2
UK-English,3548,2,9,1,5
UK-English,3549,4,1,11,10
UK-English,3550,0,5,9,5
UK-English,3551,2,6,6,2
UK-English,3552,0,8,6,0
UK-English,3553,3,11,5,3
UK-English,3554,0,3,4,5
UK-English,3555,1,0,6,7
UK-English,3556,1,10,0,7
UK-English,3557,6,9,2,2
UK-English,3558,1,4,2,3
UK-English,3559,0,11,6,4
UK-English,3560,2,2,6,6
UK-English,3561,3,3,2,0
UK-English,3562,2,11,5,3
UK-English,3563,4,2,5,0
UK-English,3564,1,8,10,0
UK-English,3565,3,10,8,0
UK-English,3566,1,4,12,3
UK-English,3567,2,11,10,1
UK-English,3568,0,2,2,6
UK-English,3569,2,11,3,8
UK-English,3570,0,10,0,8
UK-English,3571,0,12,1,8
UK-English,3572,2,8,12,3
UK-English,3573,0,11,1,4
UK-English,3574,1,6,5,4
UK-English,3575,2,11,7,7
UK-English,3576,2,10,0,1
UK-English,3577,1,7,2,6
UK-English,3578,1,10,7,2
UK-English,3579,0,1,11,3
UK-English,3580,5,12,6,0
UK-English,3581,3,10,3,2
UK-English,3582,2,10,1,2
UK-English,3583,1,3,7,2
UK-English,3584,1,7,10,7
UK-English,3585,0,7,7,1
UK-English,3586,1,4,11,4
UK-English,3587,1,1,11,2
UK-English,3588,0,9,5,3
UK-English,3589,4,10,7,2
UK-English,3590,0,9,3,6
UK-English,3591,0,8,7,5
UK-English,3592,1,8,3,3
UK-English,3593,1,11,0,4
UK-English,3594,1,5,7,6
UK-English,3595,2,8,4,0
UK-English,3596,0,4,6,4
UK-English,3597,1,11,4,3
UK-English,3598,1,9,9,8
UK-English,3599,1,12,2,8
UK-English,3600,0,9,1,9
UK-English,3601,2,8,3,3
UK-English,3602,0,4,2,7
UK-English,3603,0,8,1,7
UK-English,3604,1,10,3,8
UK-English,3605,0,6,8,1
UK-English,3606,2,11,2,2
UK-English,3607,3,7,11,1
UK-English,3608,0,7,0,4
UK-English,3609,0,11,4,3
UK-English,3610,5,7,5,10
UK-English,3611,2,11,4,1
UK-English,3612,2,12,3,4
UK-English,3613,0,8,6,4
UK-English,3614,0,6,4,2
UK-English,3615,1,7,7,8
UK-English,3616,2,7,9,1
UK-English,3617,0,10,7,5
UK-English,3618,4,10,7,0
UK-English,3619,5,5,1,1
UK-English,3620,1,12,0,1
UK-English,3621,1,10,2,6
UK-English,3622,0,3,6,3
UK-English,3623,0,2,3,5
UK-English,3624,1,4,2,0
UK-English,3625,2,8,6,4
UK-English,3626,0,10,10,9
UK-English,3627,0,7,3,5
UK-English,3628,4,6,2,1
UK-English,3629,4,12,1,0
UK-English,3630,1,10,11,6
UK-English,3631,0,8,4,6
UK-English,3632,1,7,5,2
UK-English,3633,1,10,9,5
UK-English,3634,2,12,1,3
UK-English,3635,1,4,7,4
UK-English,3636,2,6,9,7
UK-English,3637,0,3,6,10
UK-English,3638,3,8,1,1
UK-English,3639,0,8,9,1
UK-English,3640,1,3,9,4
UK-English,3641,3,12,5,3
UK-English,3642,0,8,6,2
UK-English,3643,1,7,5,5
UK-English,3644,2,3,9,5
UK-English,3645,0,4,3,7
UK-English,3646,0,12,4,3
UK-English,3647,0,11,4,5
UK-English,3648,2,6,7,0
UK-English,3649,3,2,2,2
UK-English,3650,2,7,7,3
UK-English,3651,2,10,4,0
UK-English,3652,1,11,4,8
UK-English,3653,1,10,9,5
UK-English,3654,3,6,1,3
UK-English,3655,1,4,5,4
UK-English,3656,0,6,6,4
UK-English,3657,6,10,5,0
UK-English,3658,2,11,5,7
UK-English,3659,1,9,5,4
UK-English,3660,0,5,6,4
UK-English,3661,0,2,7,2
UK-English,3662,1,9,8,1
UK-English,3663,1,12,5,1
UK-English,3664,1,10,3,1
UK-English,3665,0,12,3,2
UK-English,3666,2,12,1,7
UK-English,3667,1,11,4,2
UK-English,3668,1,12,8,2
UK-English,3669,2,2,7,0
UK-English,3670,4,11,6,0
UK-English,3671,0,4,8,7
UK-English,3672,0,1,7,8
UK-English,3673,0,0,1,7
UK-English,3674,2,5,6,0
UK-English,3675,2,12,8,4
UK-English,3676,2,12,1,4
UK-English,3677,1,8,3,5
UK-English,3678,2,12,6,6
UK-English,3679,1,10,10,3
UK-English,3680,1,9,0,1
UK-English,3681,1,11,1,6
UK-English,3682,0,6,0,8
UK-English,3683,0,12,1,9
UK-English,3684,2,9,2,8
UK-English,3685,3,4,3,4
UK-English,3686,1,2,10,0
UK-English,3687,2,9,12,1
UK-English,3688,0,5,8,3
UK-English,3689,0,7,1,5
UK-English,3690,2,12,4,7
UK-English,3691,2,7,2,10
UK-English,3692,0,12,3,6
UK-English,3693,2,9,5,1
UK-English,3694,0,11,1,3
UK-English,3695,1,1,0,5
UK-English,3696,0,12,1,7
UK-English,3697,4,11,4,6
UK-English,3698,1,12,0,3
UK-English,3699,0,3,1,6
UK-English,3700,1,8,3,0
UK-English,3701,2,12,2,5
UK-English,3702,1,8,3,4
UK-English,3703,1,9,2,0
UK-English,3704,2,12,0,2
UK-English,3705,7,3,11,5
UK-English,3706,2,12,4,2
UK-English,3707,1,11,5,9
UK-English,3708,0,1,2,9
UK-English,3709,0,4,11,3
UK-English,3710,0,7,10,4
UK-English,3711,1,8,4,5
UK-English,3712,0,2,3,0
UK-English,3713,4,2,11,3
UK-English,3714,1,0,4,3
UK-English,3715,0,6,1,3
UK-English,3716,2,8,5,3
UK-English,3717,4,10,4,2
UK-English,3718,0,10,1,5
UK-English,3719,0,9,5,3
UK-English,3720,4,9,8,5
UK-English,3721,0,1,9,5
UK-English,3722,1,9,7,7
UK-English,3723,2,10,4,2
UK-English,3724,4,8,3,6
UK-English,3725,5,11,1,1
UK-English,3726,1,6,1,4
UK-English,3727,1,2,2,4
UK-English,3728,2,12,0,10
UK-English,3729,1,12,0,2
UK-English,3730,1,3,7,6
UK-English,3731,1,3,2,5
UK-English,3732,0,5,10,3
UK-English,3733,0,1,6,5
UK-English,3734,0,1,1,4
UK-English,3735,1,4,11,7
UK-English,3736,1,2,1,10
UK-English,3737,0,12,3,6
UK-English,3738,2,12,7,3
UK-English,3739,0,9,5,7
UK-English,3740,3,12,3,0
UK-English,3741,3,11,5,3
UK-English,3742,0,1,6,5
UK-English,3743,1,1,1,5
UK-English,3744,6,0,10,3
UK-English,3745,1,12,0,1
UK-English,3746,0,6,4,3
UK-English,3747,3,4,1,9
UK-English,3748,6,5,12,10
UK-English,3749,5,6,3,1
UK-English,3750,2,6,9,1
UK-English,3751,1,2,8,8
UK-English,3752,1,11,1,1
UK-English,3753,1,7,11,4
UK-English,3754,5,2,1,6
UK-English,3755,1,8,11,0
UK-English,3756,0,7,4,7
UK-English,3757,1,8,1,2
UK-English,3758,4,10,5,2
UK-English,3759,0,6,12,8
UK-English,3760,0,0,5,4
UK-English,3761,1,5,7,11
UK-English,3762,2,8,1,1
UK-English,3763,2,4,7,3
UK-English,3764,0,10,2,5
UK-English,3765,7,2,10,10
UK-English,3766,1,10,4,5
UK-English,3767,2,2,8,5
UK-English,3768,5,11,0,4
UK-English,3769,4,9,5,1
UK-English,3770,5,12,4,2
UK-English,3771,1,1,0,4
UK-English,3772,0,3,5,8
UK-English,3773,1,5,3,5
UK-English,3774,0,5,4,7
UK-English,3775,0,8,1,3
UK-English,3776,1,6,6,4
UK-English,3777,1,7,0,7
UK-English,3778,5,9,8,2
UK-English,3779,0,2,0,9
UK-English,3780,4,12,2,3
UK-English,3781,0,9,7,6
UK-English,3782,2,12,8,3
UK-English,3783,1,8,3,8
UK-English,3784,3,5,1,6
UK-English,3785,2,10,9,3
UK-English,3786,0,3,5,7
UK-English,3787,1,1,1,7
UK-English,3788,0,6,0,6
UK-English,3789,1,6,1,7
UK-English,3790,2,12,1,4
UK-English,3791,2,12,3,7
UK-English,3792,2,1,7,5
UK-English,3793,0,6,1,7
UK-English,3794,2,3,10,1
UK-English,3795,1,11,11,3
UK-English,3796,1,6,3,5
UK-English,3797,0,2,4,6
UK-English,3798,0,6,4,7
UK-English,3799,0,9,9,8
UK-English,3800,2,11,3,6
UK-English,3801,1,6,6,2
UK-English,3802,2,12,3,6
UK-English,3803,0,9,1,3
UK-English,3804,0,3,3,2
UK-English,3805,1,12,5,8
UK-English,3806,4,12,1,1
UK-English,3807,2,9,5,2
UK-English,3808,5,9,6,4
UK-English,3809,1,5,3,5
UK-English,3810,2,9,3,0
UK-English,3811,1,10,5,2
UK-English,3812,1,11,7,3
UK-English,3813,3,7,9,0
UK-English,3814,1,9,8,3
UK-English,3815,1,4,10,6
UK-English,3816,0,6,4,8
UK-English,3817,1,5,1,4
UK-English,3818,2,8,3,5
UK-English,3819,3,12,4,1
UK-English,3820,3,5,1,2
UK-English,3821,3,8,1,1
UK-English,3822,1,12,2,5
UK-English,3823,5,4,4,3
UK-English,3824,5,11,9,3
UK-English,3825,1,11,2,3
UK-English,3826,2,2,9,11
UK-English,3827,2,12,3,6
UK-English,3828,1,11,0,6
UK-English,3829,0,8,2,5
UK-English,3830,1,7,2,8
UK-English,3831,4,11,5,1
UK-English,3832,0,4,5,6
UK-English,3833,1,12,2,5
UK-English,3834,0,9,4,1
UK-English,3835,2,12,2,3
UK-English,3836,0,12,7,6
UK-English,3837,3,4,4,1
UK-English,3838,1,7,10,3
UK-English,3839,4,2,7,2
UK-English,3840,1,3,8,4
UK-English,3841,3,7,12,9
UK-English,3842,0,10,1,6
UK-English,3843,1,3,6,3
UK-English,3844,0,8,7,1
UK-English,3845,0,4,3,8
UK-English,3846,1,3,6,1
UK-English,3847,1,10,0,3
UK-English,3848,0,4,9,5
UK-English,3849,2,9,2,0
UK-English,3850,0,4,1,4
UK-English,3851,0,9,4,4
UK-English,3852,3,10,3,2
UK-English,3853,1,11,6,6
UK-English,3854,0,9,2,4
UK-English,3855,7,12,0,4
UK-English,3856,1,9,2,1
UK-English,3857,0,7,7,0
UK-English,3858,0,2,0,2
UK-English,3859,0,12,5,10
UK-English,3860,2,1,9,2
UK-English,3861,1,4,4,9
UK-English,3862,0,8,4,5
UK-English,3863,1,0,3,2
UK-English,3864,0,3,9,1
UK-English,3865,0,7,0,4
UK-English,3866,1,4,3,1
UK-English,3867,0,11,3,7
UK-English,3868,2,1,5,6
UK-English,3869,1,10,4,1
UK-English,3870,0,4,1,8
UK-English,3871,0,7,6,1
UK-English,3872,1,9,6,4
UK-English,3873,0,11,0,6
UK-English,3874,6,7,3,0
UK-English,3875,2,2,10,3
UK-English,3876,0,3,12,8
UK-English,3877,4,2,4,1
UK-English,3878,1,6,8,2
UK-English,3879,0,5,4,3
UK-English,3880,4,9,1,2
UK-English,3881,4,8,8,1
UK-English,3882,0,2,4,5
UK-English,3883,2,2,4,3
UK-English,3884,0,6,5,9
UK-English,3885,1,3,2,7
UK-English,3886,1,8,0,2
UK-English,3887,0,11,0,8
UK-English,3888,4,7,7,3
UK-English,3889,0,5,2,8
UK-English,3890,1,12,2,5
UK-English,3891,2,7,7,1
UK-English,3892,1,0,4,5
UK-English,3893,0,3,7,4
UK-English,3894,0,3,5,1
UK-English,3895,3,12,6,5
UK-English,3896,3,3,5,11
UK-English,3897,2,10,8,2
UK-English,3898,0,9,10,2
UK-English,3899,2,8,3,3
